# Catling & Kasting (2017)
#   Temperature (K)       Pressure (bar)
209.86159169550177   0.005939127212997531
200.51903114186842   0.003032157979099799
192.73356401384075   0.001893966367989295
184.4290657439446   0.001034185728076051
178.719723183391   0.0004936630896057167
175.08650519031136   0.00022032597132990244
171.45328719723182   0.00010169492259085756
167.82006920415222   0.00005369415439980641
164.18685121107262   0.000029319278895297446
163.66782006920408   0.000010341857280760511
